ObjectId,Date,Value
20014,D03/29/2010,18.08
20039,D04/03/2010,11.43
20058,D04/07/2010,9.08
20089,D04/13/2010,15.03
20116,D04/18/2010,15.18
20144,D04/23/2010,9.93
20173,D04/28/2010,18.38
20201,D05/03/2010,16.53
20225,D05/08/2010,20.28
20234,D05/12/2010,12.63
20259,D05/17/2010,12.78
20283,D05/22/2010,12.93
20310,D05/27/2010,15.78
20335,D06/01/2010,22.73
20367,D06/06/2010,25.28
20385,D06/11/2010,33.33
20409,D06/16/2010,35.18
20434,D06/21/2010,30.13
20461,D06/26/2010,25.88
20488,D07/01/2010,28.03
20511,D07/06/2010,30.18
20538,D07/11/2010,29.23
20561,D07/16/2010,26.28
20588,D07/21/2010,19.43
20626,D07/26/2010,15.48
20641,D07/31/2010,15.43
20666,D08/05/2010,21.48
20693,D08/10/2010,26.93
20722,D08/15/2010,33.18
20749,D08/20/2010,30.63
20758,D08/24/2010,35.98
20802,D08/30/2010,41.63
20809,D09/03/2010,47.68
20834,D09/08/2010,51.03
20859,D09/13/2010,52.18
20884,D09/18/2010,53.03
20909,D09/23/2010,52.98
20935,D09/28/2010,45.13
20960,D10/03/2010,40.18
20985,D10/08/2010,40.23
21011,D10/13/2010,53.98
21035,D10/18/2010,52.63
21065,D10/23/2010,52.68
21087,D10/28/2010,35.33
21114,D11/02/2010,27.88
21137,D11/07/2010,21.13
21167,D11/12/2010,33.18
21191,D11/17/2010,37.43
21217,D11/22/2010,32.48
21243,D11/27/2010,32.03
21275,D12/02/2010,30.28
21302,D12/07/2010,31.23
21309,D12/11/2010,32.68
21351,D12/17/2010,33.33
21359,D12/21/2010,29.38
21384,D12/26/2010,28.33
21409,D12/31/2010,25.68
21434,D01/05/2011,27.53
21460,D01/10/2011,27.68
21486,D01/15/2011,35.43
21509,D01/20/2011,21.58
21535,D01/25/2011,18.13
21561,D01/30/2011,15.28
21587,D02/04/2011,17.93
21612,D02/09/2011,18.28
21637,D02/14/2011,24.83
21663,D02/19/2011,29.18
21688,D02/24/2011,28.43
21715,D03/01/2011,25.58
21738,D03/06/2011,23.83
21768,D03/11/2011,16.78
21793,D03/16/2011,12.63
21823,D03/21/2011,8.88
21851,D03/26/2011,11.33
21859,D03/30/2011,14.98
21883,D04/04/2011,15.63
21911,D04/09/2011,20.68
21934,D04/14/2011,16.53
21959,D04/19/2011,8.08
21985,D04/24/2011,15.13
22009,D04/29/2011,21.28
22034,D05/04/2011,18.23
22060,D05/09/2011,19.78
22084,D05/14/2011,18.93
22111,D05/19/2011,7.68
22136,D05/24/2011,4.43
22162,D05/29/2011,4.68
22188,D06/03/2011,9.63
22212,D06/08/2011,16.88
22238,D06/13/2011,21.33
22265,D06/18/2011,24.28
22290,D06/23/2011,34.33
22316,D06/28/2011,37.98
22348,D07/03/2011,30.13
22372,D07/08/2011,20.18
22401,D07/13/2011,25.63
22426,D07/18/2011,26.08
22434,D07/22/2011,28.23
22459,D07/27/2011,18.78
22484,D08/01/2011,16.93
22509,D08/06/2011,13.98
22535,D08/11/2011,19.63
22560,D08/16/2011,26.88
22585,D08/21/2011,34.73
22609,D08/26/2011,35.58
22637,D08/31/2011,26.33
22660,D09/05/2011,23.78
22686,D09/10/2011,25.03
22712,D09/15/2011,29.68
22740,D09/20/2011,31.73
22768,D09/25/2011,26.38
22789,D09/30/2011,24.73
22818,D10/05/2011,35.98
22840,D10/10/2011,36.93
22864,D10/15/2011,46.68
22894,D10/20/2011,56.53
22923,D10/25/2011,55.58
22951,D10/30/2011,45.93
22976,D11/04/2011,44.28
23002,D11/09/2011,39.73
23009,D11/13/2011,38.58
23034,D11/18/2011,40.63
23059,D11/23/2011,37.18
23084,D11/28/2011,43.83
23115,D12/03/2011,45.68
23135,D12/08/2011,49.03
23160,D12/13/2011,44.78
23185,D12/18/2011,42.23
23210,D12/23/2011,36.88
23235,D12/28/2011,32.63
23263,D01/02/2012,26.58
23286,D01/07/2012,23.83
23312,D01/12/2012,22.28
23338,D01/17/2012,32.53
23364,D01/22/2012,29.68
23391,D01/27/2012,21.73
23422,D02/01/2012,15.68
23441,D02/06/2012,24.73
23477,D02/11/2012,31.48
23494,D02/16/2012,39.88
23516,D02/16/2012,27.23
23545,D02/26/2012,13.83
23559,D03/02/2012,9.38
23599,D03/07/2012,18.23
23624,D03/17/2012,20.13
23631,D03/26/2012,24.63
23657,D04/05/2012,30.33
23682,D04/15/2012,33.53
23708,D04/25/2012,25.23
23732,D05/05/2012,17.53
23757,D05/13/2012,27.38
23783,D05/15/2012,25.43
23810,D05/24/2012,17.58
23834,D05/25/2012,15.23
23863,D06/04/2012,17.08
23883,D06/04/2012,16.63
23915,D06/14/2012,24.83
23934,D06/15/2012,21.48
23957,D06/22/2012,21.58
23985,D06/24/2012,29.93
24012,D06/30/2012,23.78
24037,D07/04/2012,28.13
24062,D07/11/2012,28.18
24086,D07/14/2012,32.23
24106,D07/21/2012,29.08
24142,D07/24/2012,27.33
24156,D08/01/2012,34.58
24196,D08/03/2012,38.33
24211,D08/09/2012,40.38
24250,D08/13/2012,42.33
24255,D08/16/2012,43.58
24282,D08/22/2012,47.73
24309,D08/27/2012,45.58
24332,D09/01/2012,44.13
24358,D09/07/2012,43.28
24382,D09/11/2012,40.63
24409,D09/18/2012,50.18
24432,D09/21/2012,44.83
24454,D09/25/2012,43.38
24482,D10/01/2012,50.73
24508,D10/03/2012,53.28
24534,D10/11/2012,53.03
24560,D10/14/2012,52.18
24583,D10/21/2012,60.83
24609,D10/25/2012,61.78
24634,D10/31/2012,61.23
24654,D11/01/2012,69.08
24684,D11/09/2012,55.38
24708,D11/10/2012,54.43
24742,D11/20/2012,46.28
24760,D11/20/2012,45.23
24783,D11/30/2012,44.78
24790,D11/30/2012,43.73
24840,D12/10/2012,36.43
24855,D12/11/2012,30.98
24884,D12/19/2012,33.98
24914,D12/20/2012,30.03
24943,D12/27/2012,31.08
24965,D12/30/2012,28.53
24981,D01/06/2013,39.48
25022,D01/09/2013,37.13
25031,D01/17/2013,40.78
25055,D01/18/2013,37.03
25084,D01/28/2013,40.08
25104,D01/28/2013,38.13
25136,D02/05/2013,47.28
25157,D02/07/2013,45.33
25181,D02/12/2013,33.08
25205,D02/17/2013,26.33
25232,D02/23/2013,21.78
25258,D02/27/2013,24.23
25280,D03/01/2013,0.88
25303,D03/09/2013,33.53
25328,D03/19/2013,31.83
25349,D03/20/2013,31.08
25375,D03/24/2013,32.08
25400,D03/27/2013,39.93
25426,D04/01/2013,36.08
25450,D04/09/2013,22.23
25473,D04/11/2013,22.98
25507,D04/18/2013,28.93
25521,D04/22/2013,26.08
25562,D04/28/2013,29.23
25574,D04/30/2013,26.38
25596,D05/07/2013,42.78
25613,D05/07/2013,37.53
25648,D05/17/2013,26.93
25668,D05/18/2013,31.38
25697,D05/27/2013,20.33
25722,D05/29/2013,18.48
25746,D06/06/2013,12.73
25773,D06/09/2013,14.88
25797,D06/16/2013,24.58
25816,D06/16/2013,25.13
25849,D06/20/2013,20.28
25870,D06/26/2013,29.33
25897,D07/06/2013,46.03
25923,D07/16/2013,46.23
25951,D07/26/2013,32.53
25976,D08/05/2013,40.83
26011,D08/15/2013,37.73
26019,D08/24/2013,38.23
26045,D09/02/2013,42.43
26076,D09/16/2013,36.73
26094,D09/23/2013,39.43
26121,D10/03/2013,38.03
26147,D10/13/2013,51.63
26174,D10/23/2013,58.43
26199,D11/02/2013,67.83
26227,D11/12/2013,51.33
26254,D11/22/2013,57.73
26287,D12/02/2013,54.73
26294,D12/11/2013,61.63
26319,D12/21/2013,49.53
26345,D12/31/2013,42.93
26369,D01/10/2014,40.83
26396,D01/20/2014,32.93
26423,D01/30/2014,31.13
26447,D02/09/2014,31.03
26474,D02/19/2014,29.23
26501,D03/01/2014,27.03
26530,D03/11/2014,17.63
26560,D03/21/2014,16.03
26569,D03/30/2014,22.53
26594,D04/09/2014,18.23
26620,D04/19/2014,27.23
26644,D04/29/2014,22.93
26669,D05/09/2014,35.33
26696,D05/19/2014,24.03
26723,D05/29/2014,18.83
26747,D06/08/2014,15.03
26776,D06/18/2014,28.13
26805,D06/28/2014,37.93
26836,D07/08/2014,44.13
26844,D07/17/2014,35.53
26869,D07/27/2014,36.63
26894,D08/06/2014,39.93
26919,D08/16/2014,40.73
26945,D08/26/2014,46.23
26969,D09/05/2014,45.43
26997,D09/15/2014,45.73
27024,D09/25/2014,49.43
27051,D10/05/2014,54.73
27079,D10/15/2014,50.73
27109,D10/25/2014,61.23
27137,D11/04/2014,53.63
27144,D11/13/2014,61.83
27169,D11/23/2014,62.73
27195,D12/03/2014,61.13
27221,D12/13/2014,53.53
27243,D12/23/2014,34.13
27271,D01/02/2015,27.93
27300,D01/12/2015,28.93
27325,D01/22/2015,35.33
27353,D02/01/2015,41.43
27386,D02/11/2015,36.53
27412,D02/21/2015,47.33
27419,D03/02/2015,37.93
27444,D03/12/2015,38.43
27469,D03/22/2015,40.23
27496,D04/01/2015,35.53
27520,D04/11/2015,30.93
27545,D04/21/2015,32.93
27574,D05/01/2015,39.13
27600,D05/11/2015,37.03
27627,D05/21/2015,21.93
27659,D05/31/2015,34.63
27670,D06/09/2015,24.73
27694,D06/19/2015,30.43
27719,D06/29/2015,43.13
27744,D07/09/2015,40.33
27770,D07/19/2015,52.53
27797,D07/29/2015,47.43
27824,D08/08/2015,52.13
27848,D08/18/2015,53.63
27876,D08/28/2015,56.93
27902,D09/07/2015,63.43
27936,D09/17/2015,61.23
27944,D09/26/2015,56.93
27969,D10/06/2015,67.73
27995,D10/16/2015,69.53
28019,D10/26/2015,72.63
28046,D11/05/2015,61.53
28071,D11/15/2015,60.23
28097,D11/25/2015,54.73
28125,D12/05/2015,57.53
28152,D12/15/2015,50.33
28179,D12/25/2015,48.33
28212,D01/04/2016,46.13
28237,D01/14/2016,49.43
28245,D01/23/2016,50.63
28270,D02/02/2016,53.83
28295,D02/12/2016,43.93
28336,D02/15/2016,40.79
28346,D02/22/2016,44.13
28366,D02/22/2016,40.69
28394,D03/03/2016,42.73
28417,D03/03/2016,40.39
28448,D03/12/2016,35.29
28468,D03/13/2016,35.43
28497,D03/23/2016,33.93
28517,D03/23/2016,34.59
28558,D04/02/2016,35.03
28568,D04/02/2016,34.99
28597,D04/12/2016,39.03
28619,D04/12/2016,38.19
28651,D04/22/2016,51.53
28670,D04/22/2016,52.39
28704,D05/02/2016,56.13
28722,D05/02/2016,56.69
28756,D05/12/2016,46.43
28773,D05/12/2016,48.69
28810,D05/22/2016,33.73
28826,D05/22/2016,36.49
28875,D06/01/2016,21.93
28881,D06/01/2016,23.09
28928,D06/11/2016,26.43
28933,D06/11/2016,25.19
28979,D06/21/2016,39.23
28985,D06/21/2016,37.69
28994,D06/30/2016,37.53
29014,D06/30/2016,35.19
29044,D07/10/2016,38.73
29064,D07/10/2016,37.09
29094,D07/20/2016,55.53
29116,D07/20/2016,53.09
29146,D07/30/2016,60.53
29168,D07/30/2016,58.59
29194,D08/09/2016,56.03
29216,D08/09/2016,52.49
29246,D08/19/2016,48.63
29267,D08/19/2016,44.99
29298,D08/29/2016,54.33
29319,D08/29/2016,52.79
29347,D09/08/2016,56.13
29367,D09/08/2016,56.39
29403,D09/18/2016,57.13
29421,D09/18/2016,58.29
29453,D09/28/2016,61.03
29471,D09/28/2016,63.89
29498,D10/08/2016,65.09
29521,D10/16/2016,62.13
29550,D10/18/2016,58.89
29577,D10/23/2016,60.93
29601,D10/28/2016,70.59
29630,D11/02/2016,74.03
29658,D11/07/2016,70.89
29683,D11/12/2016,64.43
29708,D11/17/2016,63.79
29735,D11/22/2016,62.63
29760,D11/27/2016,59.49
29769,D12/01/2016,56.73
29800,D12/06/2016,60.39
29819,D12/11/2016,69.23
29843,D12/16/2016,64.59
29869,D12/21/2016,56.33
29893,D12/26/2016,44.59
29919,D12/31/2016,49.83
29944,D01/05/2017,49.59
29970,D01/10/2017,50.53
29994,D01/15/2017,46.19
30023,D01/20/2017,46.13
30044,D01/25/2017,46.99
30072,D01/30/2017,51.03
30095,D02/04/2017,48.69
30122,D02/09/2017,42.53
30149,D02/14/2017,38.69
30176,D02/19/2017,43.63
30199,D02/24/2017,49.19
30226,D03/01/2017,46.53
30252,D03/06/2017,48.69
30282,D03/11/2017,42.93
30311,D03/16/2017,46.13
30332,D03/16/2017,40.39
30341,D03/25/2017,36.89
30366,D04/02/2017,39.43
30391,D04/04/2017,41.69
30417,D04/09/2017,48.43
30442,D04/14/2017,51.79
30468,D04/19/2017,58.53
30491,D04/24/2017,51.99
30517,D04/29/2017,44.43
30541,D05/04/2017,42.79
30567,D05/09/2017,47.63
30592,D05/14/2017,50.79
30619,D05/16/2017,51.53
30646,D05/24/2017,49.09
30670,D06/03/2017,46.39
30695,D06/13/2017,48.99
30724,D06/23/2017,46.29
30757,D07/03/2017,55.49
30766,D07/12/2017,53.59
30791,D07/22/2017,36.29
30816,D08/01/2017,58.79
30841,D08/11/2017,63.79
30866,D08/21/2017,55.29
30893,D08/31/2017,67.09
30919,D09/10/2017,83.89
30945,D09/20/2017,85.89
30970,D09/30/2017,70.29
30999,D10/10/2017,75.99
31031,D10/20/2017,64.59
31057,D10/30/2017,60.79
31066,D11/08/2017,72.89
31091,D11/18/2017,76.69
31116,D11/28/2017,74.59
31142,D12/08/2017,72.29
31169,D12/18/2017,67.09
31195,D12/28/2017,65.79
31220,D01/07/2018,69.29
31249,D01/17/2018,68.59
31277,D01/27/2018,67.49
31307,D02/06/2018,69.29
31316,D02/15/2018,59.29
31341,D02/25/2018,51.89
31367,D03/07/2018,55.19
31391,D03/17/2018,46.99
31417,D03/27/2018,51.99
31441,D04/06/2018,61.49
31467,D04/16/2018,55.49
31495,D04/26/2018,42.89
31521,D05/06/2018,45.79
31550,D05/16/2018,44.29
31582,D05/26/2018,42.39
31591,D06/04/2018,40.09
31616,D06/14/2018,30.29
31641,D06/24/2018,37.09
31666,D07/04/2018,44.79
31691,D07/14/2018,39.69
31716,D07/24/2018,50.49
31745,D08/03/2018,61.19
31771,D08/13/2018,51.29
31797,D08/23/2018,61.49
31825,D09/02/2018,72.59
31857,D09/12/2018,86.79
31882,D09/22/2018,77.99
31891,D10/01/2018,69.09
31916,D10/11/2018,76.59
31941,D10/21/2018,82.69
31966,D10/31/2018,81.29
31992,D11/10/2018,80.29
32018,D11/20/2018,88.19
32047,D11/30/2018,81.59
32073,D12/10/2018,64.09
32100,D12/20/2018,54.99
32133,D12/30/2018,60.79
32141,D01/08/2019,57.49
32166,D01/18/2019,65.99
32191,D01/28/2019,65.59
32218,D02/07/2019,60.79
32244,D02/17/2019,62.59
32268,D02/23/2019,71.69
32290,D03/10/2019,55.39
32318,D03/19/2019,53.09
32346,D03/29/2019,57.49
32384,D04/06/2019,54.59
32408,D04/18/2019,60.09
32415,D04/27/2019,54.89
32440,D05/07/2019,61.59
32465,D05/17/2019,60.29
32490,D05/27/2019,61.09
32515,D06/06/2019,58.19
32541,D06/16/2019,52.29
32567,D06/26/2019,55.69
32594,D07/06/2019,62.79
32620,D07/16/2019,59.59
32649,D07/26/2019,65.89
32679,D08/05/2019,58.19
32690,D08/14/2019,65.39
32715,D08/24/2019,67.59
32740,D09/03/2019,72.29
32765,D09/13/2019,68.69
32790,D09/23/2019,85.99
32817,D10/03/2019,88.99
32844,D10/13/2019,95.29
32869,D10/23/2019,87.19
32897,D11/02/2019,90.79
32925,D11/12/2019,96.19
32955,D11/22/2019,97.29
32965,D12/01/2019,87.99
32990,D12/11/2019,76.19
33015,D12/21/2019,77.89
33040,D12/31/2019,69.89
33066,D01/10/2020,67.29
33092,D01/20/2020,76.79
33117,D01/28/2020,70.49
33151,D02/11/2020,55.69
33166,D02/19/2020,62.59
33195,D02/29/2020,65.39
33218,D03/10/2020,71.29
33244,D03/20/2020,60.89
33273,D03/30/2020,63.89
33304,D04/09/2020,60.29
33312,D04/18/2020,54.19
33337,D04/28/2020,54.59
33362,D05/08/2020,46.49
33388,D05/18/2020,32.39
33412,D05/28/2020,52.59
33437,D06/07/2020,56.89
33467,D06/17/2020,50.89
33488,D06/27/2020,59.39
33514,D07/07/2020,51.39
33540,D07/17/2020,60.59
33567,D07/27/2020,65.99
33592,D08/06/2020,73.69
33620,D08/16/2020,69.69
33645,D08/26/2020,73.89
33675,D09/05/2020,81.79
33703,D09/15/2020,70.39
33729,D09/25/2020,69.39
33737,D10/04/2020,76.99
33762,D10/14/2020,80.89
33796,D10/24/2020,81.89
33829,D11/04/2020,83.39
33837,D11/13/2020,95.09
33862,D11/23/2020,87.29
33887,D12/03/2020,77.39
33912,D12/13/2020,71.09
33943,D12/23/2020,74.99
33963,D12/23/2020,75.82
34000,D01/02/2021,62.29
34017,D01/02/2021,61.12
34054,D01/12/2021,65.09
34069,D01/12/2021,63.12
34106,D01/22/2021,71.69
34120,D01/22/2021,69.32
34172,D02/01/2021,75.79
34178,D02/01/2021,74.72
34187,D02/10/2021,71.69
34207,D02/10/2021,72.42
34237,D02/20/2021,64.79
34260,D02/20/2021,64.32
34289,D03/02/2021,60.99
34311,D03/02/2021,60.92
34339,D03/12/2021,60.79
34361,D03/12/2021,59.52
34387,D03/22/2021,61.69
34430,D03/23/2021,58.72
34441,D04/01/2021,56.59
34463,D04/01/2021,54.42
34494,D04/11/2021,62.89
34514,D04/11/2021,62.02
34551,D04/21/2021,67.19
34565,D04/21/2021,64.82
34592,D05/01/2021,66.59
34611,D05/01/2021,63.62
34657,D05/11/2021,67.09
34670,D05/11/2021,67.22
34719,D05/21/2021,52.39
34726,D05/21/2021,52.82
34737,D05/30/2021,48.99
34757,D05/30/2021,50.02
34787,D06/09/2021,63.19
34807,D06/09/2021,64.02
34837,D06/19/2021,65.29
34861,D06/19/2021,66.42
34890,D06/29/2021,51.19
34914,D06/29/2021,51.62
34940,D07/09/2021,60.09
34964,D07/09/2021,60.82
34991,D07/19/2021,64.09
35013,D07/19/2021,63.32
35042,D07/29/2021,69.19
35063,D07/29/2021,70.12
35096,D08/08/2021,76.39
35115,D08/08/2021,78.82
35152,D08/18/2021,75.79
35168,D08/18/2021,76.32
35205,D08/28/2021,70.69
35221,D08/28/2021,72.02
35267,D09/07/2021,70.99
35274,D09/07/2021,70.02
35322,D09/17/2021,75.99
35327,D09/17/2021,75.62
35337,D09/26/2021,83.59
35356,D09/26/2021,83.02
35387,D10/06/2021,98.89
35410,D10/06/2021,100.22
35437,D10/16/2021,106.69
35461,D10/16/2021,106.72
35488,D10/26/2021,100.39
35512,D10/26/2021,99.72
35541,D11/05/2021,96.69
35562,D11/05/2021,94.22
35594,D11/15/2021,98.69
35614,D11/15/2021,96.92
35648,D11/25/2021,104.29
35666,D11/25/2021,103.82
35703,D12/05/2021,93.09
35719,D12/05/2021,93.02
35757,D12/15/2021,90.59
35770,D12/15/2021,91.02
35819,D12/25/2021,81.69
35826,D12/25/2021,81.12
35837,D01/03/2022,83.59
35857,D01/03/2022,81.62
35887,D01/13/2022,77.69
35908,D01/13/2022,75.22
35939,D01/23/2022,69.59
35962,D01/23/2022,69.92
35988,D02/02/2022,71.19
36011,D02/02/2022,71.72
36038,D02/12/2022,57.89
36062,D02/12/2022,57.12
36091,D02/22/2022,64.99
36113,D02/22/2022,66.22
36143,D03/04/2022,64.89
36164,D03/04/2022,65.02
36203,D03/14/2022,65.19
36218,D03/14/2022,66.52
36248,D03/24/2022,65.29
36266,D03/24/2022,66.82
36309,D04/03/2022,60.69
36322,D04/03/2022,63.02
36338,D04/08/2022,54.29
36365,D04/13/2022,52.42
36375,D04/22/2022,52.02
36401,D04/27/2022,44.29
36425,D05/02/2022,52.42
36451,D05/04/2022,55.79
36475,D05/12/2022,68.52
36500,D05/14/2022,68.99
36525,D05/22/2022,60.22
36551,D05/24/2022,59.49
36575,D06/01/2022,59.12
36604,D06/03/2022,58.79
36625,D06/11/2022,65.02
36651,D06/13/2022,65.49
36676,D06/21/2022,68.32
36706,D06/23/2022,67.29
36729,D07/01/2022,59.72
36754,D07/03/2022,60.09
36784,D07/11/2022,60.92
36808,D07/13/2022,61.09
36834,D07/21/2022,70.32
36865,D07/23/2022,73.59
36892,D07/31/2022,83.62
36917,D08/02/2022,82.69
36925,D08/09/2022,70.52
36950,D08/11/2022,70.79
36975,D08/19/2022,70.42
37000,D08/21/2022,67.19
37025,D08/29/2022,65.52
37051,D08/31/2022,67.49
37075,D09/08/2022,72.12
37100,D09/10/2022,76.09
37125,D09/18/2022,87.12
37152,D09/20/2022,86.79
37176,D09/28/2022,87.42
37203,D09/30/2022,87.79
37227,D10/08/2022,86.42
37256,D10/10/2022,85.39
37280,D10/18/2022,86.22
37307,D10/20/2022,86.29
37334,D10/28/2022,89.62
37358,D10/30/2022,91.49
37386,D11/07/2022,94.72
37413,D11/09/2022,95.09
37442,D11/17/2022,107.52
37468,D11/19/2022,107.39
37475,D11/26/2022,104.12
37501,D11/28/2022,98.79
37528,D12/06/2022,88.82
37554,D12/08/2022,85.39
37576,D12/16/2022,89.32
37602,D12/18/2022,89.79
37626,D12/26/2022,70.52
37652,D12/28/2022,71.59
37676,D01/05/2023,78.02
37703,D01/07/2023,82.09
37728,D01/15/2023,74.22
37754,D01/17/2023,73.19
37778,D01/25/2023,69.42
37804,D01/27/2023,72.69
37831,D02/04/2023,75.22
37858,D02/06/2023,76.99
37885,D02/14/2023,70.12
37909,D02/16/2023,68.89
37935,D02/24/2023,56.02
37964,D02/26/2023,59.99
37992,D03/06/2023,81.02
38017,D03/08/2023,84.39
38025,D03/15/2023,79.22
38051,D03/17/2023,72.69
38075,D03/25/2023,68.22
38100,D03/27/2023,70.99
38125,D04/04/2023,83.32
38150,D04/06/2023,79.89
38175,D04/14/2023,71.32
38201,D04/16/2023,69.59
38225,D04/24/2023,63.22
38252,D04/26/2023,65.59
38275,D05/04/2023,61.42
38302,D05/06/2023,63.89
38326,D05/14/2023,65.82
38354,D05/16/2023,66.49
38380,D05/24/2023,65.32
38405,D05/26/2023,64.69
38433,D06/03/2023,69.82
38459,D06/05/2023,66.09
38483,D06/13/2023,72.42
38515,D06/15/2023,75.79
38541,D06/23/2023,73.92
38566,D06/25/2023,73.29
38575,D07/02/2023,83.12
38602,D07/04/2023,83.59
38625,D07/12/2023,87.32
38651,D07/14/2023,84.39
38675,D07/22/2023,68.42
38700,D07/24/2023,66.89
38725,D08/01/2023,74.92
38752,D08/03/2023,79.09
38776,D08/11/2023,90.22
38801,D08/13/2023,88.99
38826,D08/21/2023,80.42
38853,D08/23/2023,81.49
38876,D08/31/2023,91.02
38904,D09/02/2023,93.59
38932,D09/10/2023,82.32
38954,D09/12/2023,83.39
38981,D09/20/2023,87.52
39009,D09/22/2023,90.69
39035,D09/30/2023,98.12
39063,D10/02/2023,97.39
39092,D10/10/2023,107.52
39118,D10/12/2023,107.39
39125,D10/19/2023,96.52
39149,D10/21/2023,97.09
39175,D10/29/2023,104.22
39201,D11/08/2023,104.52
39227,D11/18/2023,92.22
39253,D11/20/2023,94.99
39277,D11/28/2023,88.02
39303,D11/30/2023,89.69
39328,D12/08/2023,85.82
39354,D12/10/2023,90.29
39383,D12/20/2023,91.89
39412,D12/30/2023,99.29
39438,D01/09/2024,102.69
39465,D01/19/2024,90.29
39498,D01/29/2024,76.39
39525,D02/08/2024,78.29
39535,D02/17/2024,86.39
39574,D02/24/2024,91.29